fips,PC1,PC2,PC3,PC4,PC5,PC6,PC7
01001,-0.0820390116615233,0.9604219141495007,-0.05532462674157831,-0.522684645187014,-0.10396702969399005,0.2229505766281541,0.5329429962760943
01003,-0.820555231048468,0.014913787674344979,0.02720875175511411,-1.2040377542807308,-0.05557545657206116,-0.5488939059583465,0.06415794000556449
01005,2.4011080178985678,-0.2801898078767602,-0.12314357586137875,0.30878173716928986,0.4463945344762344,0.17344921496838098,-0.20309831760991404
01007,2.3561542372016326,0.6526372166593954,-0.08723550678911418,0.5007374007045895,0.02311987974461675,0.17481095345314132,0.09738399501421732
01009,1.3030722025813495,0.40904576340628623,0.0009815308232393129,0.19083208087332057,-0.5392135405713167,-0.018960664579915694,0.11073624229056599
01011,3.1147665172781918,0.4963298425926035,-0.1597050154138279,0.5253562414488102,0.8163996848744816,0.06703447339473248,-0.11861438871849506
01013,1.9863010384611277,0.05742512021583312,0.03080032659467653,0.09434748453403825,-0.35470446654222976,-0.6547199601587149,0.004892141801863595
01015,1.1392305486184753,0.5231743497972875,-0.019719881477330777,-0.21604501337723644,-0.2797616738999187,-0.13708152773803128,0.23041353131636563
01017,2.3527383990856294,0.2887854749259834,-0.001972297018838393,-0.035610908748629766,-0.12876982565434777,-0.6348279045304702,-0.16544159734778327
01019,1.4632695553200032,-0.7919982453051911,0.007175277356325512,0.27092782797248877,-0.3211966847604266,-0.2519723940494074,0.020647163472855418
01021,1.7196221983133444,0.5707288176502084,-0.05583139302704544,0.3299125378298842,-0.2747464787792695,0.23530042194579665,0.13361353768225415
01023,2.4145370236454338,-1.1327834313647371,-0.11302097211680863,0.5761523697716335,0.4583934019805248,0.03205580605295039,0.42402791538481743
01025,2.041569796024275,-0.3145660725202186,-0.09738977883492726,0.3252522565184391,0.3605114951111542,0.03788920480239645,0.0603830150600218
01027,1.8012967945876568,-0.29705535086218227,-0.05578492099181969,0.7201639672066887,0.06932587393827733,0.013148697015245604,0.2943112571239495
01029,1.8754467380400257,-0.056254408163450544,-0.08640188270002902,0.5103043681623494,0.33790824867911984,-0.027104653385190088,0.42047159262308903
01031,0.5024035069899107,0.6710373813076802,-0.01662340947071137,-0.4766456747588951,-0.28854779745634895,-0.053709869471124765,0.09824774315544249
01033,0.9220008274137311,-0.3451369287472798,-0.06982525757766746,0.15670884051316872,-0.041147881960090775,0.29776884448572816,0.3835450624335219
01035,3.3976325469888393,-0.9552319356576902,-0.15764804715088088,0.8033593418525057,1.3562946490056944,-0.4676602013865412,0.18621483452277318
01037,1.8843732435156604,-0.8260083731148354,0.029160837143966015,0.3320063029526631,-0.43112666304593394,-0.4858024620676958,0.10178712659112049
01039,1.498212614029346,-0.2570000630607022,-0.01857835696122473,0.5766674662859099,0.12078179991264941,-0.3259878874479153,0.06871498605389617
01041,2.2161617821498734,-0.15052275116579947,-0.12649910075933893,0.6642942463785199,0.7449937669403285,-0.029971179795253197,0.4393375603191318
01043,1.0180229355850952,0.2240317852719555,-0.01620149068502454,-0.22702925541618876,-0.4779940414516898,0.07949259758129368,-0.022134452604270393
01045,1.0624956973987725,0.8693305318105874,0.026401950646344607,-0.18840562529252228,-0.5608025350378509,-0.28738476218103687,0.02535090253655527
01047,2.471166116288359,0.4326186566870873,-0.0704667184949724,0.12415921278387015,0.49019040289918664,-0.48991559011399466,-0.08977410862137734
01049,1.5786851198845318,0.5970076372523363,-0.023440660652640773,0.07498431336963517,-0.3928774355775034,0.020095336105017462,-0.029442286103663153
01051,-0.04234723088242471,0.8934018249265712,-0.025689777254015146,-0.08010214253300842,-0.3329232453905873,0.26283648180046626,0.4221166884681151
01053,2.7483777911997467,-0.11550881545575181,-0.17541792822996188,0.3516525167970063,0.791506786536507,0.25857318366838306,0.06664893908400281
01055,1.0221669220247587,0.260967443654447,0.011261604661330632,-0.16954873461286654,-0.5586541320547244,-0.1535114635469096,0.258342067834811
01057,2.0566180767375486,-0.6142574062597035,-0.0757593548976518,0.36836248168814556,0.035203405152091465,0.09097253873346925,0.23624016064592793
01059,2.638080215119488,-0.0902056437260728,-0.2539019287725901,0.8362343103132913,1.2464975890228855,0.7264671421281751,0.48132657751190683
01061,1.718465700125524,-0.051232917574823685,-0.01574605509476325,0.8451932194811027,-0.05805895341940797,-0.19731383763141905,0.17986791905603006
01063,3.7875117059023595,-1.1817359890892642,-0.21516136719574014,-0.0947738494434614,1.5750376005675986,-0.39144517987585065,-0.05916814186366294
01065,2.9247510746227494,-0.39398817025682936,-0.18916293057483288,-0.39626293221081543,0.8143460211933602,0.06139553803740853,0.4188415596315358
